CreatedDateTime,UserPrincipalName,IpAddress,AppDisplayName,ClientAppUsed,UserAgent,DeviceDetail.deviceId,CorrelationId,ResultType,Status.errorCode,Status.failureReason,Status.additionalDetails,RiskLevelAggregated,RiskState,RiskDetail,Location.countryOrRegion,Location.state,Location.city,ConditionalAccessStatus,AuthenticationRequirement,MfaDetail.authMethod,MfaDetail.authDetail,ResourceDisplayName,TenantId,UserId,SignInEventTypes,AppliedConditionalAccessPolicies,AuthenticationDetails,ServicePrincipalId,ServicePrincipalName,ManagedIdentityId
2025-12-25T09:56:00Z,cfo@evilcorp.com,5.62.41.22,Microsoft 365 Admin Center,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,05c2325e-49ba-4041-a6aa-1e158bfaad79,c1b092d0-e6a6-49bf-93c4-4a0926870fc5,0,0,,,none,none,none,US,Virginia,Ashburn,notApplied,multiFactorAuthentication,Authenticator,OTP,Microsoft Graph,bbce6330-5a11-4e87-b98e-62cd8f07457e,8bf68ad3-1f13-4c78-8800-d1a9aacda923,nonInteractiveUser,"[{""id"": ""9b7195f0-a098-4e82-93b0-c021300e8bed"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-07T12:18:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",1d4fed1c-b754-4886-8bcd-3a51fab464d8,svc-etl,
2025-12-14T07:16:00Z,it.admin@evilcorp.com,5.62.41.22,SharePoint Online,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,,68a70ccb-3604-4ac1-bb2a-4d366e2cde1f,0,0,,,none,none,none,FR,Île-de-France,Paris,success,none,SMS,,SharePoint,58ae65c8-e58e-4ae5-b961-a2dc36df544d,8fbdeef0-0d3a-4183-a60f-bf288dbd2ee7,nonInteractiveUser,"[{""id"": ""46036d65-a6e8-4602-9c50-327b6998125c"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}, {""id"": ""7583f849-7c30-4478-aaa8-7dbff98b09dd"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}, {""id"": ""86e62e30-82a6-4156-9361-43ec6a2e2ec0"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-10T09:08:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",5c02a52c-54ad-453f-9989-ea5e85b928c8,svc-backup,
2025-12-31T17:32:00Z,cfo@evilcorp.com,83.45.12.33,Graph Explorer,Mobile Apps and Desktop clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,08eaaa5b-68cd-4891-8385-1c39adb2aa5a,50058,50058,Invalid username or password.,MFARequired,none,none,none,US,Virginia,Ashburn,failure,none,,Push,Microsoft Graph,eed29966-0433-409a-b4b6-4c8dd1fa6894,52e719fa-1542-4bdc-8344-402213f0c696,nonInteractiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-07T19:08:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",48abe1aa-8fab-4e38-8908-a0bde7408841,svc-payroll,
2025-12-18T01:18:00Z,it.admin@evilcorp.com,20.190.128.12,Azure Portal,Browser,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,8ec06731-de24-4ac4-8808-cf97109ff467,acbd7b70-b7ab-41e2-b3a1-ce4472e80690,0,0,,,none,none,none,ES,Catalonia,Barcelona,unknown,singleFactorAuthentication,Authenticator,Security Key,SharePoint,a71513e8-0115-475d-88a5-26312358b4ca,1221b9ee-045e-4435-a099-3216f401466b,nonInteractiveUser,"[{""id"": ""256aef89-703b-4528-96a0-ee0b016d704f"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-07T08:37:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T09:08:00Z"", ""authenticationMethod"": ""SMS"", ""authenticationMethodDetail"": ""Security Key"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": false}]",0aa6e64b-a5e6-4591-a053-75095ec98977,svc-payroll,
2025-12-19T02:42:00Z,it.admin@evilcorp.com,20.190.128.12,Microsoft 365 Admin Center,Browser,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,b3f5cdf2-94a5-46c5-a02e-0c00ae6918bf,6c96b70c-09b2-4a72-87ca-3680469bb099,50058,50058,Invalid username or password.,MFARequired,none,none,none,ES,Catalonia,Barcelona,failure,multiFactorAuthentication,Authenticator,OTP,Microsoft Graph,1438bd9f-a314-410c-84d9-31e406e731ae,69aa18fd-5f62-4421-8a7d-a9725f7289cb,nonInteractiveUser,"[{""id"": ""498be08d-c829-4a70-8b9a-1423f69b5876"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""failure""}, {""id"": ""7f00c033-e920-44ff-b410-9112db65532e"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""f07f86f8-aa41-4cec-aa44-29bb73a24a3b"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-10T06:35:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T02:51:00Z"", ""authenticationMethod"": ""Microsoft Authenticator"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": false}]",7cfec22c-13b9-429d-aed7-44ef36cb1fc4,svc-etl,803808a6-e68f-4e11-a4b3-74ad7f754eb6
2025-12-14T12:11:00Z,alice@evilcorp.com,2.139.88.10,Azure Portal,Other clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,789d22bd-6d6f-4f10-b8dd-d2e6ab1f537b,31cf5542-8a44-434d-a843-43cb8977d9b0,50074,50074,MFA required.,StrongAuthenticationRequired,none,none,none,FR,Île-de-France,Paris,unknown,singleFactorAuthentication,SMS,,Office 365 Exchange Online,41d4b26a-83eb-41b2-8317-9952fa48d4e7,443bdde6-3bcb-4c77-9632-c6ce0ea54fa4,nonInteractiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-09T14:36:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T14:08:00Z"", ""authenticationMethod"": ""FIDO2"", ""authenticationMethodDetail"": ""Security Key"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",e795bbc9-0c85-479e-82b4-04d2099f14a0,svc-payroll,80bd205c-6697-42bd-aa3a-74cc82672c0c
2025-12-15T10:42:00Z,bob@evilcorp.com,5.62.41.22,Exchange Online,Exchange ActiveSync,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),4974d7aa-ce06-45c9-b957-fa68fc32d095,cf4d30f7-bb4f-4e29-bf8f-74522765925f,50053,50053,Account is locked.,AccountLocked,none,none,none,NL,North Holland,Amsterdam,unknown,multiFactorAuthentication,SMS,Push,Office 365 Exchange Online,d529d235-2380-4aaa-b356-a548aeb61338,2281c04a-729c-44ca-886a-7ff70e943b8b,nonInteractiveUser,"[{""id"": ""35ecd72f-f43e-4820-ae67-9173ebf2ba87"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""2f985a7d-095e-444a-8d87-874b066fce2a"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-09T11:13:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-07T05:07:00Z"", ""authenticationMethod"": ""SMS"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": false}]",10628db4-0821-4087-abe5-5bf9b052d037,svc-payroll,
2026-01-05T02:19:00Z,it.admin@evilcorp.com,104.26.12.88,Microsoft 365 Admin Center,IMAP4,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),257b26f6-570a-4542-9f5b-13c80e550339,0949b98a-de7b-426d-8772-f64081495b57,50053,50053,Account is locked.,MFARequired,none,none,none,US,Virginia,Ashburn,success,multiFactorAuthentication,FIDO2,,Microsoft Graph,7e6485e9-1980-4896-9148-7c8ebb7091fb,8ec01d4c-57f6-4284-afcb-39d93561e099,nonInteractiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-07T20:17:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-08T04:04:00Z"", ""authenticationMethod"": ""SMS"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""User did not respond"", ""succeeded"": false}]",fe71027a-4806-4eca-8ae1-8ef74b5eb492,svc-etl,
2025-12-26T07:33:00Z,it.admin@evilcorp.com,2.139.88.10,Azure Portal,Exchange ActiveSync,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,a4751de8-742c-46e5-8818-a5ed303263dc,888c5e22-020a-4db8-8915-bc465ac7fdfb,50058,50058,Account is locked.,InvalidGrant,low,remediated,impossibleTravel,DE,Berlin,Berlin,failure,singleFactorAuthentication,SMS,Security Key,SharePoint,9809deff-09ec-4347-8882-c4b668703d71,42fdc7b9-3d73-4f80-ba3b-ecd6106f0cc2,nonInteractiveUser,"[{""id"": ""f29707d2-ac96-4beb-9887-128beae6a4d8"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""success""}, {""id"": ""23d86f16-d461-4e94-b9a1-24e28cd8d662"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""failure""}]","[{""authenticationStepDateTime"": ""2026-01-09T20:57:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-10T05:19:00Z"", ""authenticationMethod"": ""Microsoft Authenticator"", ""authenticationMethodDetail"": ""Security Key"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": false}]",61bd5efe-4295-4417-8615-d62afefab0ce,svc-backup,

