CreatedDateTime,UserPrincipalName,IpAddress,AppDisplayName,ClientAppUsed,UserAgent,DeviceDetail.deviceId,CorrelationId,ResultType,Status.errorCode,Status.failureReason,Status.additionalDetails,RiskLevelAggregated,RiskState,RiskDetail,Location.countryOrRegion,Location.state,Location.city,ConditionalAccessStatus,AuthenticationRequirement,MfaDetail.authMethod,MfaDetail.authDetail,ResourceDisplayName,TenantId,UserId,SignInEventTypes,AppliedConditionalAccessPolicies,AuthenticationDetails,ServicePrincipalId,ServicePrincipalName,ManagedIdentityId,AuthenticationProtocol,AuthenticationProcessingDetails
2025-12-17T09:43:00Z,bob@evilcorp.com,5.62.41.22,Microsoft Teams,Browser,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),81184e6a-f488-46ad-8133-bce2b9876714,6061dd85-83a7-4210-938d-3121ff6caeac,50074,50074,MFA required.,InvalidGrant,none,none,none,FR,Île-de-France,Paris,success,multiFactorAuthentication,Authenticator,OTP,Microsoft Graph,c21315b3-f4a4-4239-a9fb-835aa2a87144,f63a9e2d-5ba9-458f-a89a-d80cdce75536,nonInteractiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-09T07:01:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T19:36:00Z"", ""authenticationMethod"": ""SMS"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": true}]",6edde016-40fd-4e6e-8e65-cc40de27886a,svc-payroll,,OAuth2.0,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2026-01-04T19:10:00Z,cfo@evilcorp.com,2.139.88.10,Microsoft Teams,Browser,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),,b9b0f9db-1ee3-45c4-8540-708df0b28863,0,0,,,none,none,none,ES,Catalonia,Barcelona,failure,singleFactorAuthentication,,Push,Office 365 Exchange Online,b59d8e5f-ac6d-41cf-9f22-61714237becf,715e3459-9b59-4b11-af67-65cde9c7ad56,nonInteractiveUser,"[{""id"": ""920c20a7-a1eb-4434-9054-f9ee82a29a68"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""success""}]","[{""authenticationStepDateTime"": ""2026-01-09T20:39:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-09T23:28:00Z"", ""authenticationMethod"": ""SMS"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""User did not respond"", ""succeeded"": true}]",fc8d8136-78a7-47c5-83f7-100be77ea810,svc-etl,,SAML,"[{""key"": ""TokenProtection"", ""value"": ""disabled""}]"
2025-12-26T05:46:00Z,cfo@evilcorp.com,104.26.12.88,Microsoft 365 Admin Center,Mobile Apps and Desktop clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,d5d10305-ee26-49cc-89f4-e8ab530bbeaf,50076,50076,Account is locked.,AccountLocked,none,none,none,DE,Berlin,Berlin,notApplied,multiFactorAuthentication,,Push,Office 365 Exchange Online,c7f1a203-a9e7-4797-9a69-a1bcdffd8a2a,ce5031d4-9cd5-4711-8559-5228c09b59d3,nonInteractiveUser,[],"[{""authenticationStepDateTime"": ""2026-01-08T23:32:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-07T02:50:00Z"", ""authenticationMethod"": ""FIDO2"", ""authenticationMethodDetail"": ""Security Key"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": true}]",149840ac-4711-439c-a092-65e94d74b7e5,svc-etl,,SAML,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2025-12-31T23:38:00Z,cfo@evilcorp.com,83.45.12.33,Microsoft 365 Admin Center,Exchange ActiveSync,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,,b6227266-4bab-4bc7-897d-aacb4ded7d88,50053,50053,MFA required.,MFARequired,none,none,none,ES,Catalonia,Barcelona,unknown,multiFactorAuthentication,,Push,SharePoint,5abdd470-1b17-4f7b-8cda-6aba0605fdaa,a7ebbbf9-e923-4e80-9394-e88cd0019fcf,nonInteractiveUser,"[{""id"": ""41ae90da-5c61-4817-a6b5-85ac4e9bed7e"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""f53af470-c07d-4c7b-88ff-7976830a7301"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa""], ""result"": ""success""}, {""id"": ""0921806d-27b0-4782-98ce-30abba8d31bc"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-10T09:16:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",07fc3c27-6143-4740-b6a7-91fbf0b19340,svc-etl,,SAML,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2025-12-18T18:26:00Z,bob@evilcorp.com,20.190.128.12,SharePoint Online,Exchange ActiveSync,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,,542a2226-678f-4e37-af64-bfdc973c03ce,50058,50058,Token issuer anomaly detected.,InvalidGrant,low,remediated,tokenIssuerAnomaly,ES,Madrid,Madrid,unknown,none,,,Office 365 Exchange Online,86340869-643b-46d2-9386-db210ec36de5,e288a242-625a-48b8-bcb8-8cf9199ad0be,nonInteractiveUser,"[{""id"": ""29b1ed8e-4c87-463d-8801-cb6052133aca"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}, {""id"": ""bdecf283-b4ca-492b-9eed-4f4e5972f9a5"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""failure""}, {""id"": ""ae73c848-78cb-4bfe-a164-8c6c57f49b78"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-08T14:40:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-08T05:21:00Z"", ""authenticationMethod"": ""FIDO2"", ""authenticationMethodDetail"": ""Push"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",c7bed622-6fa8-4463-87f5-bba39f2ab682,svc-backup,,OAuth2.0,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2025-12-25T07:03:00Z,alice@evilcorp.com,5.62.41.22,Azure Portal,IMAP4,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0,1e7a628e-1b93-4111-90ab-6b77b3237590,578e8303-f1bc-4f3e-af0b-cdb8dfa3f6bf,0,0,,,none,none,none,US,Virginia,Ashburn,success,singleFactorAuthentication,Authenticator,Push,Microsoft Graph,3b37614a-b554-476c-b5ca-c40680f3b30e,c835b133-ce49-476a-a668-e38de7a83887,nonInteractiveUser,"[{""id"": ""62d66b73-2da2-453b-9931-eb3fa84c3dc4"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""failure""}]","[{""authenticationStepDateTime"": ""2026-01-07T09:34:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}, {""authenticationStepDateTime"": ""2026-01-07T06:25:00Z"", ""authenticationMethod"": ""SMS"", ""authenticationMethodDetail"": ""OTP"", ""authenticationStepResultDetail"": ""MFA required but not satisfied"", ""succeeded"": true}]",92dae3cc-09e3-4eff-b126-9326baa3403f,svc-etl,,SAML,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2026-01-02T02:56:00Z,it.admin@evilcorp.com,185.199.110.42,Microsoft Teams,Browser,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),,da162ab9-df7a-40d6-8f43-cc6b68f8920e,50053,50053,MFA required.,InvalidGrant,none,none,none,FR,Île-de-France,Paris,failure,multiFactorAuthentication,,Push,Office 365 Exchange Online,404826e7-35cd-4cb7-9edb-9800becd19eb,fb0d929a-fda3-4c24-bc71-60b2a409dca5,nonInteractiveUser,"[{""id"": ""1995490f-fdb6-4c9e-9642-0adf6c0302d9"", ""displayName"": ""Require MFA for admins"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}, {""id"": ""af7d9387-27bb-46ec-96af-0dbbf5d8b882"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-09T10:15:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",37c77006-9019-40a4-8f23-1fcadc0bddeb,svc-payroll,da42255b-6400-4427-9bee-fec187bcd782,OAuth2.0,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"
2025-12-25T00:30:00Z,bob@evilcorp.com,83.45.12.33,Microsoft Teams,Mobile Apps and Desktop clients,Microsoft Office/16.0 (Windows NT 10.0; Microsoft Outlook 16.0.17029; Pro),,81e2586c-12e9-4ad4-b2a4-dd09758474e1,50074,50074,User did not complete MFA.,MFARequired,none,none,none,US,Virginia,Ashburn,notApplied,multiFactorAuthentication,,Security Key,SharePoint,c11cf4b6-c11d-4448-b6db-0fa918f00a7e,181f790f-b201-49b2-bc40-ecd8fb163945,nonInteractiveUser,"[{""id"": ""c511a28d-eed7-402d-a8c0-e94cbe6b0063"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa""], ""result"": ""success""}, {""id"": ""f1ca8e55-ed53-4cf1-961a-ca324ac82f6a"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""mfa"", ""compliantDevice""], ""result"": ""notApplied""}, {""id"": ""c045bc5c-2b54-4fc5-a775-79f818326d83"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""mfa""], ""result"": ""notApplied""}]","[{""authenticationStepDateTime"": ""2026-01-07T12:55:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",f78248e7-4dc9-45c2-b07e-0d1d5ac077c3,svc-etl,21355a3f-5917-4176-a846-6b807ccf05c9,SAML,"[{""key"": ""TokenProtection"", ""value"": ""disabled""}]"
2026-01-02T18:28:00Z,cfo@evilcorp.com,104.26.12.88,SharePoint Online,Other clients,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/119.0 Mobile,,307a5e8c-05a7-424c-ab4b-008dbe844d8d,50074,50074,User did not complete MFA.,InvalidGrant,low,confirmedSafe,anonymousIPAddress,FR,Île-de-France,Paris,success,multiFactorAuthentication,,Security Key,Office 365 Exchange Online,eba205b0-18a6-4e81-9594-cb44ebebffbb,9490089d-746d-4bca-9cba-6f759cf8bb6c,nonInteractiveUser,"[{""id"": ""754d529e-f7ff-485f-81da-2b3805813a0d"", ""displayName"": ""Block legacy auth"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""failure""}, {""id"": ""3a042e66-d4d4-4186-8137-6fcd08d09bda"", ""displayName"": ""Require compliant device"", ""enforcedGrantControls"": [""compliantDevice""], ""result"": ""failure""}]","[{""authenticationStepDateTime"": ""2026-01-07T16:51:00Z"", ""authenticationMethod"": ""Password"", ""authenticationMethodDetail"": ""Password"", ""authenticationStepResultDetail"": ""Success"", ""succeeded"": true}]",e3c6860e-0540-4dc6-92e8-be5250e34abc,svc-backup,,SAML,"[{""key"": ""TokenProtection"", ""value"": ""enabled""}]"

